N,P,K,temperature,humidity,ph,rainfall,label
25.3,59.3,12.7,22.46,66.09,7.54,53.78,lentil
31.5,20.3,9.6,15.49,94.26,6.84,100.25,orange
21.8,37.7,14.3,27.52,83.29,7.28,49.38,mungbean
20.1,40.0,26.6,29.96,84.47,6.53,35.27,mungbean
15.2,16.1,10.7,21.06,86.88,7.0,108.3,orange
72.5,45.3,23.4,19.71,66.44,6.62,86.25,maize
14.5,35.9,20.0,23.69,52.55,7.34,49.4,mothbeans
16.5,40.6,13.6,27.14,85.87,6.26,45.37,mungbean
82.4,9.4,47.0,29.48,95.45,6.7,20.55,muskmelon
36.3,136.3,202.6,38.69,88.21,6.43,70.35,grapes
17.5,19.7,29.1,31.56,43.08,5.5,86.98,mango
25.6,18.9,11.7,32.8,86.9,6.9,109.87,orange
29.1,15.8,26.3,25.08,95.87,5.74,135.11,coconut
70.1,66.8,53.6,38.65,92.05,6.88,209.18,papaya
11.0,20.6,6.9,16.09,90.46,6.61,113.02,orange
48.4,67.2,16.9,27.92,61.11,6.7,66.38,blackgram
18.7,48.1,16.0,29.07,60.2,7.16,50.39,mothbeans
27.9,33.2,23.5,28.13,86.83,6.1,47.63,mungbean
25.2,13.4,28.2,28.52,98.74,5.51,199.17,coconut
90.3,20.7,44.6,26.82,81.39,6.77,52.52,watermelon
29.7,31.5,41.4,19.48,92.93,5.44,112.08,pomegranate
104.6,72.0,52.6,26.87,77.2,5.72,108.83,banana
53.7,78.6,16.8,27.67,62.88,6.73,63.76,blackgram
12.8,44.5,24.9,28.47,87.22,6.43,55.8,mungbean
76.3,36.7,44.9,25.4,81.3,6.96,169.19,jute
22.5,30.9,25.7,33.79,46.56,5.55,95.9,mango
42.1,124.4,197.0,27.52,84.5,5.67,74.21,grapes
21.5,50.3,22.3,30.7,61.98,5.09,62.39,mothbeans
15.3,51.2,12.8,29.13,83.19,7.25,43.15,mungbean
39.9,52.1,51.1,31.57,89.21,6.5,154.3,papaya
33.2,13.7,13.0,32.98,90.13,7.47,110.99,orange
15.7,21.7,34.7,20.47,86.65,5.44,99.84,pomegranate
20.9,21.6,39.0,24.58,86.73,6.19,106.81,pomegranate
22.7,34.7,28.5,28.56,46.78,5.74,101.15,mango
85.1,20.8,35.9,26.86,63.64,6.58,123.22,coffee
101.2,12.1,51.9,24.8,79.61,6.93,55.05,watermelon
33.7,17.4,26.8,29.07,100,6.01,144.67,coconut
103.5,88.4,54.8,27.08,79.0,5.76,99.51,banana
27.7,47.9,19.6,27.93,81.13,7.17,29.21,mungbean
100.2,10.9,53.5,24.36,81.62,6.29,41.26,watermelon
29.3,9.3,5,24.08,92.43,7.52,100.3,orange
8.9,129.1,202.3,24.79,77.12,5.26,62.76,grapes
20.6,19.2,37.4,17.67,90.67,7.05,107.12,pomegranate
27.8,72.7,22.2,29.08,59.07,6.59,194.87,pigeonpeas
34.8,65.6,23.0,29.13,63.84,6.17,37.46,lentil
29.2,70.0,19.6,25.95,63.45,7.32,35.9,lentil
135.6,60.3,19.4,24.35,77.84,6.52,90.53,cotton
30.8,133.0,201.9,27.46,78.94,5.99,70.21,grapes
91.3,78.2,52.5,29.03,76.76,4.97,107.4,banana
13.9,125.8,200.9,22.74,93.18,6.36,117.46,apple
33.9,53.4,26.6,19.91,25.41,5.81,123.3,kidneybeans
31.6,132.7,196.9,23.88,89.55,6.24,113.88,apple
112.5,23.4,46.7,29.46,90.15,6.36,26.84,muskmelon
24.0,128.6,200.7,21.46,91.5,5.52,108.23,apple
12.6,63.3,16.4,15.69,22.53,5.93,102.58,kidneybeans
12.1,22.6,27.3,30.89,48.68,6.37,82.08,mango
103.2,15.2,43.2,24.39,90.66,6.64,30.16,watermelon
34.2,10.5,38.8,21.29,93.69,6.13,116.69,pomegranate
16.9,45.4,24.5,24.27,46.66,4.9,34.37,mothbeans
115.1,39.7,28.3,24.97,85.03,6.6,70.16,cotton
57.1,57.8,54.3,28.23,91.83,6.43,220.8,papaya
20.2,42.5,22.3,25.21,47.7,5.52,76.91,mothbeans
29.7,38.3,14.2,30.57,81.79,6.56,52.94,mungbean
16.7,67.2,23.5,21.09,66.95,7.59,49.69,lentil
27.2,27.9,7.9,21.96,92.04,6.91,97.32,orange
122.8,13.7,52.6,28.25,93.29,5.95,21.56,muskmelon
14.4,81.9,18.1,15.76,17.89,5.46,125.64,kidneybeans
15.2,51.2,13.6,24.42,60.54,6.2,41.72,mothbeans
14.7,25.0,39.9,22.83,94.38,6.23,108.7,pomegranate
33.2,53.8,16.5,26.7,61.07,9.12,46.51,mothbeans
86.6,36.5,29.8,28.54,53.59,6.74,179.41,coffee
37.3,74.7,11.7,22.89,66.06,6.78,54.9,lentil
134.7,42.4,24.7,23.41,82.47,6.26,68.99,cotton
20.2,142.0,194.3,23.67,89.89,5.51,132.76,apple
8.7,55.3,17.4,15.55,25.94,5.96,79.29,kidneybeans
34.1,59.2,16.5,26.98,84.62,7.0,58.34,mungbean
8.8,69.6,13.6,18.34,21.57,5.39,147.69,kidneybeans
88.1,44.9,17.1,26.04,63.53,5.35,106.22,maize
113.4,37.2,25.2,24.38,80.79,7.36,53.22,cotton
101.2,79.7,50.2,24.34,78.09,5.99,112.42,banana
13.5,55.5,22.6,28.96,81.44,6.55,64.52,mungbean
26.7,62.0,14.4,33.07,48.21,6.39,136.91,pigeonpeas
24.4,31.3,34.0,33.81,47.03,5.99,88.44,mango
59.2,39.4,38.2,24.5,80.49,7.01,286.99,rice
29.6,145.0,198.1,21.36,95.5,5.79,106.44,apple
56.5,65.6,82.7,20.79,15.85,6.08,86.46,chickpea
29.1,28.1,8.8,27.79,94.26,6.32,103.58,orange
73.5,58.4,39.6,23.38,83.55,6.31,187.9,jute
34.4,30.2,28.9,25.86,94.99,6.35,190.66,coconut
18.5,53.0,24.8,26.19,44.86,4.43,46.81,mothbeans
36.5,16.9,23.7,28.66,91.86,5.66,189.78,coconut
25.4,141.6,204.2,24.67,96.44,6.35,112.05,apple
25.8,45.0,16.0,26.33,44.81,3.75,36.41,mothbeans
29.6,74.7,14.7,22.99,63.34,6.46,45.7,lentil
17.6,76.3,21.3,22.01,66.48,6.73,53.05,lentil
38.3,11.8,43.4,17.82,87.32,5.96,115.92,pomegranate
14.8,146.6,193.8,23.94,90.28,6.21,115.28,apple
20.0,63.9,22.4,19.85,59.44,6.52,41.9,lentil
14.1,143.5,197.8,22.87,89.52,5.74,123.34,apple
8.9,134.8,198.9,24.24,93.41,6.04,117.35,apple
30.1,75.2,81.0,20.54,15.32,5.99,76.54,chickpea
98.8,84.5,51.1,28.32,85.2,6.2,118.02,banana
33.6,27.7,39.5,23.16,94.06,6.42,100.03,pomegranate
18.4,53.7,17.8,26.04,42.8,5.47,70.95,mothbeans
15.1,47.4,24.4,28.44,80.93,6.55,29.5,mungbean
116.7,91.9,48.6,30.1,83.72,5.88,93.08,banana
70.6,37.5,38.4,27.01,77.37,7.05,167.7,jute
41.1,136.2,206.8,37.52,84.5,6.57,67.6,grapes
111.7,78.4,45.2,28.2,84.04,6.34,90.49,banana
32.9,24.0,34.6,32.06,44.46,5.51,89.54,mango
70.6,39.6,34.8,23.49,80.41,6.78,180.39,jute
95.5,33.1,35.3,22.94,61.97,6.7,122.14,coffee
24.6,66.6,17.7,23.75,19.05,6.01,115.16,kidneybeans
111.5,86.7,49.5,26.54,77.7,6.09,96.6,banana
46.3,14.9,36.6,24.88,83.17,5.8,108.45,pomegranate
83.0,24.4,56.5,25.4,86.96,6.7,43.88,watermelon
136.6,41.5,19.1,24.54,82.89,7.22,68.59,cotton
84.1,30.4,28.6,22.38,51.98,6.18,154.93,coffee
16.0,60.1,15.7,38.62,48.19,5.18,107.03,pigeonpeas
18.6,8.0,27.3,27.68,97.4,6.58,191.8,coconut
91.1,24.0,50.9,24.93,79.89,6.34,52.57,watermelon
113.3,27.5,52.2,25.05,79.89,7.31,53.29,watermelon
66.6,50.1,48.2,26.84,79.06,5.83,217.47,rice
22.3,67.6,23.7,18.43,26.08,6.04,127.78,kidneybeans
69.6,51.0,34.7,26.13,89.03,6.52,253.28,rice
6.7,130.6,196.2,40.66,79.47,6.09,51.71,grapes
113.3,85.6,47.8,25.22,81.85,6.41,120.59,banana
38.2,70.4,21.6,35.92,50.93,5.56,178.53,pigeonpeas
30.1,74.7,24.0,22.33,67.42,6.21,52.56,lentil
17.7,29.5,27.5,35.21,43.0,4.22,92.86,mango
29.4,60.9,21.2,33.53,41.84,5.96,197.04,pigeonpeas
109.2,22.6,51.2,29.39,95.34,6.74,20.9,muskmelon
35.8,61.4,18.5,30.03,50.09,4.82,181.21,pigeonpeas
26.0,130.7,196.7,23.15,92.67,5.81,129.74,apple
100.5,27.6,55.3,23.57,83.73,5.8,52.58,watermelon
96.6,9.0,54.4,29.2,94.11,6.65,31.9,muskmelon
16.8,55.6,22.5,23.51,26.43,5.81,121.36,kidneybeans
117.5,7.1,46.8,27.67,94.16,6.63,22.71,muskmelon
15.0,142.5,199.9,14.52,79.71,6.17,70.91,grapes
67.4,47.3,46.6,22.49,96.55,6.7,291.41,rice
93.3,36.8,33.0,25.91,89.95,5.29,214.15,rice
33.6,41.2,23.9,27.8,57.6,7.58,47.2,mothbeans
25.9,64.7,21.2,23.71,66.48,6.52,31.19,lentil
31.8,71.1,14.3,21.92,20.48,5.98,109.96,kidneybeans
93.5,50.0,40.4,21.95,91.13,6.96,233.48,rice
33.1,73.0,20.5,20.06,17.26,5.95,90.8,kidneybeans
22.6,62.8,18.4,32.1,33.39,5.36,91.62,pigeonpeas
53.2,48.7,53.5,41.75,89.48,6.85,228.87,papaya
98.6,34.9,23.3,23.44,57.47,7.03,164.39,coffee
61.8,65.2,83.3,16.39,14.91,7.37,75.96,chickpea
91.5,49.0,24.3,22.0,68.75,6.72,102.77,maize
100.1,51.2,19.9,17.87,65.52,5.72,63.81,maize
17.9,124.9,205.3,37.59,82.46,5.91,53.95,grapes
100.0,22.7,28.6,26.8,54.51,7.79,147.24,coffee
11.8,15.2,25.8,33.1,45.98,6.22,107.33,mango
33.4,135.9,203.1,21.56,92.19,6.06,112.24,apple
98.7,39.8,22.6,24.31,80.77,7.72,81.0,cotton
40.6,69.8,18.9,26.57,68.84,7.3,66.34,blackgram
52.4,77.5,22.9,26.4,62.17,7.35,71.64,blackgram
99.7,51.3,33.1,24.1,92.22,6.8,193.12,rice
76.9,46.3,20.8,21.03,64.96,5.43,83.74,maize
90.6,52.3,36.3,23.18,92.65,4.97,287.29,rice
77.8,51.5,40.3,22.8,71.94,6.67,195.97,jute
92.0,18.9,44.9,25.18,79.52,6.43,50.14,watermelon
35.9,70.2,17.6,35.2,62.35,6.63,53.86,blackgram
37.5,19.4,33.0,34.47,49.53,5.58,79.79,mango
93.4,70.4,47.9,26.53,80.27,5.62,114.97,banana
96.5,86.7,51.2,27.65,87.23,5.86,106.24,banana
34.9,19.8,30.2,26.52,96.11,6.11,145.78,coconut
85.2,30.0,35.5,26.34,61.34,6.51,157.26,coffee
111.1,28.2,28.8,25.68,66.4,7.3,127.28,coffee
79.1,39.7,47.8,21.84,90.26,5.38,274.94,rice
38.7,56.9,20.9,28.97,68.3,6.27,38.05,lentil
80.2,12.5,55.1,24.91,81.93,6.21,60.27,watermelon
108.5,15.2,46.9,27.83,85.32,6.81,44.98,watermelon
69.6,55.8,19.4,20.11,75.07,5.95,103.16,maize
59.3,60.9,49.2,43.04,92.68,6.85,160.53,papaya
15.0,60.8,24.6,29.1,42.23,6.36,169.6,pigeonpeas
66.2,58.4,37.5,22.26,73.02,7.01,151.73,jute
27.3,146.4,205.1,31.59,81.76,6.08,57.67,grapes
18.8,117.8,193.7,24.1,88.59,6.12,130.95,apple
63.9,43.0,47.9,26.66,83.86,6.85,280.96,rice
114.1,30.2,25.3,22.8,57.96,7.12,150.23,coffee
48.6,72.3,20.4,30.79,66.44,6.86,75.69,blackgram
124.3,56.8,21.6,25.89,77.79,7.15,92.3,cotton
19.8,67.9,19.1,21.59,69.56,6.4,54.53,lentil
26.7,67.5,19.3,31.78,44.28,7.51,175.11,pigeonpeas
33.9,58.5,24.8,27.1,30.56,6.64,102.46,pigeonpeas
9.4,19.9,28.8,33.93,51.39,6.8,102.47,mango
40.9,30.1,40.8,22.94,89.19,7.26,112.05,pomegranate
34.5,27.8,27.8,35.64,49.34,6.34,91.65,mango
104.7,27.6,30.7,22.24,68.13,6.67,149.08,coffee
23.6,134.7,200.6,32.67,82.43,5.91,74.2,grapes
91.3,54.9,22.1,26.17,62.97,5.98,55.84,maize
99.7,33.5,36.5,25.82,56.16,6.95,163.42,coffee
22.4,138.9,202.5,23.15,92.8,6.45,126.59,apple
17.3,50.7,22.9,29.11,93.33,6.61,42.32,mungbean
17.3,33.0,33.5,31.3,56.29,4.88,85.15,mango
40.5,11.3,36.5,19.48,93.04,6.32,110.24,pomegranate
80.3,16.9,44.7,25.52,82.44,6.74,53.72,watermelon
83.1,42.7,39.0,26.48,86.04,7.32,198.23,jute
35.4,17.7,31.7,26.42,100,6.06,215.73,coconut
38.4,72.4,20.5,32.83,60.72,6.92,66.35,blackgram
87.6,43.8,21.6,17.33,75.06,5.86,73.89,maize
28.2,19.6,37.1,20.3,89.39,5.81,106.47,pomegranate
100.7,64.1,15.0,20.6,64.33,7.05,65.57,maize
22.4,59.0,21.9,26.71,61.18,7.0,92.9,pigeonpeas
13.5,45.7,21.7,26.71,83.81,7.01,54.34,mungbean
81.6,42.7,19.3,18.11,72.96,6.12,94.52,maize
80.9,28.5,48.0,28.07,91.24,5.61,16.14,muskmelon
37.0,127.7,202.8,21.14,91.08,5.75,111.21,apple
36.7,75.8,21.8,22.02,59.75,6.49,48.87,lentil
114.5,89.2,48.8,26.53,75.82,5.84,92.33,banana
69.9,60.5,35.3,24.66,83.06,7.23,194.65,jute
96.9,46.4,20.0,27.48,76.36,6.83,95.74,maize
28.6,16.6,34.3,30.5,51.34,5.62,104.05,mango
18.9,126.6,200.1,23.68,94.81,6.0,117.08,apple
17.1,24.6,6.8,17.94,91.79,7.48,110.14,orange
38.8,48.7,16.3,31.2,93.26,6.39,44.56,mungbean
91.1,48.7,52.3,21.92,92.33,5.69,266.77,rice
27.3,125.2,199.9,23.2,94.2,5.22,107.04,apple
36.5,60.6,18.2,30.24,67.21,6.35,62.94,blackgram
8.3,131.6,199.2,31.51,87.83,6.69,69.22,grapes
82.8,47.0,41.0,24.55,77.7,6.99,159.64,jute
14.2,28.6,12.9,27.98,94.52,7.57,118.96,orange
30.6,38.0,23.3,33.45,46.02,4.66,88.79,mango
92.6,51.8,23.5,26.35,62.47,5.76,66.9,maize
113.2,71.1,48.0,29.74,82.91,5.52,112.46,banana
109.3,39.7,17.4,22.49,79.49,6.54,67.18,cotton
18.2,81.1,23.5,19.08,70.9,7.89,46.12,lentil
25.9,132.4,197.6,22.72,88.61,6.34,122.35,apple
32.2,51.6,53.9,41.46,97.8,6.77,211.03,papaya
80.7,14.8,55.1,28.86,94.03,6.72,29.17,muskmelon
25.3,20.2,39.4,25.13,94.6,6.46,107.68,pomegranate
111.8,15.7,44.8,24.02,82.6,7.04,52.01,watermelon
126.0,40.4,21.0,22.27,82.32,7.52,71.83,cotton
22.3,20.0,9.2,17.4,89.12,6.54,126.01,orange
45.0,72.2,19.3,32.93,67.21,6.51,67.21,blackgram
30.8,62.3,20.0,30.34,49.36,7.19,169.62,pigeonpeas
32.1,73.1,13.1,38.81,35.99,5.3,113.8,pigeonpeas
95.1,30.2,50.0,26.46,81.15,6.78,55.36,watermelon
130.2,42.6,25.7,23.9,83.1,6.86,103.16,cotton
13.4,33.6,27.9,28.9,53.91,5.66,97.5,mango
40.7,62.0,13.3,27.35,66.97,7.23,52.85,lentil
35.3,69.7,81.0,18.93,19.84,7.48,65.17,chickpea
121.6,39.2,25.7,26.87,77.59,7.44,67.25,cotton
28.8,60.0,14.6,17.86,24.9,5.86,81.07,kidneybeans
21.8,24.1,7.6,17.94,89.41,7.01,116.35,orange
20.4,67.0,22.9,25.43,70.61,6.79,47.29,lentil
85.8,35.6,29.8,25.28,57.67,6.81,194.3,coffee
43.7,77.3,20.0,32.31,70.11,7.18,80.08,blackgram
60.0,55.1,49.2,25.06,97.41,6.74,170.98,papaya
18.2,18.3,27.5,27.27,98.79,5.86,183.85,coconut
135.0,34.9,22.0,22.27,79.86,7.79,78.14,cotton
104.9,45.7,19.2,25.35,83.21,6.07,88.53,cotton
21.2,121.3,194.2,31.75,84.81,5.6,70.33,grapes
28.8,72.2,15.3,27.53,71.58,6.72,63.96,blackgram
53.7,64.5,20.1,28.53,67.23,7.51,59.93,blackgram
24.5,33.5,23.9,29.99,58.4,5.48,51.4,mothbeans
44.2,6.1,7.7,31.76,92.24,8.07,110.69,orange
33.3,63.4,18.1,27.0,45.03,6.88,168.0,pigeonpeas
17.7,20.7,27.0,34.78,48.03,6.71,98.86,mango
24.0,51.2,17.9,29.93,85.95,6.39,30.61,mungbean
55.7,66.7,20.9,26.86,68.19,6.55,65.52,blackgram
121.4,41.9,25.5,23.76,77.13,7.0,88.24,cotton
83.0,46.1,41.2,25.26,79.33,6.03,180.33,jute
26.8,49.6,19.0,27.42,85.77,6.17,51.88,mungbean
68.6,56.8,26.1,24.62,69.35,5.7,68.29,maize
75.2,44.6,18.5,23.43,60.02,6.96,110.38,maize
37.2,23.8,8.3,33.41,90.6,6.71,115.5,orange
98.2,25.9,52.8,23.61,83.85,6.29,46.45,watermelon
124.1,57.3,20.2,25.62,79.24,7.29,59.43,cotton
21.5,14.3,32.0,26.21,94.74,6.24,196.76,coconut
96.7,81.4,49.1,29.68,78.44,6.08,108.86,banana
26.6,57.5,83.4,19.81,21.53,7.55,65.51,chickpea
86.1,19.3,27.2,22.63,63.15,6.42,164.37,coffee
16.6,68.5,19.5,31.08,46.01,6.76,167.65,pigeonpeas
26.3,144.2,201.3,41.9,82.21,6.26,60.35,grapes
92.5,5.1,51.1,28.97,96.44,6.12,29.74,muskmelon
60.2,77.0,80.9,21.26,20.63,7.7,74.54,chickpea
109.6,45.3,18.1,26.07,85.58,6.9,90.55,cotton
39.0,74.0,17.8,32.05,63.37,7.28,71.83,blackgram
26.3,23.9,13.8,21.08,89.4,6.69,116.64,orange
24.2,55.7,21.1,31.64,63.57,8.96,52.24,mothbeans
102.3,37.5,20.7,25.51,86.21,8.1,79.93,cotton
85.8,52.6,19.9,23.14,62.77,5.58,102.79,maize
17.6,6.6,13.7,32.24,95.44,7.69,107.56,orange
21.7,64.4,19.2,35.4,56.63,6.08,183.18,pigeonpeas
37.1,54.7,26.7,33.32,65.43,6.7,60.17,blackgram
32.6,59.0,14.9,18.49,65.61,7.57,48.3,lentil
27.2,22.3,39.4,20.06,85.76,6.87,109.91,pomegranate
102.9,13.1,48.1,23.98,84.47,6.06,58.84,watermelon
18.8,79.7,18.5,16.52,20.33,5.71,153.13,kidneybeans
104.2,90.7,45.3,26.83,81.38,6.53,99.46,banana
32.7,60.9,23.9,14.81,17.1,5.52,68.51,kidneybeans
28.5,125.0,201.4,21.47,97.83,6.29,114.39,apple
30.9,9.2,32.0,26.6,99.46,6.42,208.03,coconut
28.9,56.6,14.6,15.98,22.51,5.9,66.83,kidneybeans
9.7,22.8,9.2,23.57,97.31,7.08,106.43,orange
85.7,54.2,43.6,26.17,83.9,6.47,178.46,jute
20.8,49.1,12.4,27.06,76.37,6.87,44.23,mungbean
105.7,24.6,24.1,25.19,65.51,7.53,127.02,coffee
80.9,55.3,38.7,25.59,94.5,5.52,189.19,rice
15.3,24.2,9.5,28.8,89.07,7.88,106.03,orange
24.6,145.2,203.0,23.44,93.55,5.95,103.85,apple
13.5,128.7,201.0,21.57,83.28,6.11,71.88,grapes
20.1,63.3,20.6,29.91,64.49,8.33,67.23,mothbeans
27.1,8.8,43.5,23.28,89.88,6.06,106.88,pomegranate
17.6,76.1,18.9,30.2,66.67,5.59,38.26,lentil
33.2,24.3,38.4,18.05,86.37,6.73,109.93,pomegranate
37.3,130.5,197.6,22.11,92.6,5.98,108.67,apple
18.3,55.8,17.0,17.29,20.61,5.82,113.31,kidneybeans
138.2,51.1,16.4,24.69,80.02,6.4,67.14,cotton
97.8,31.9,29.0,27.94,67.49,6.46,126.17,coffee
39.4,16.3,27.6,29.35,94.6,6.42,157.96,coconut
48.3,66.2,16.3,27.98,68.63,6.43,56.32,blackgram
17.5,65.8,21.4,28.46,60.36,7.17,136.08,pigeonpeas
12.4,133.0,203.7,40.35,82.28,6.16,72.33,grapes
31.2,63.8,25.1,33.53,64.12,6.3,83.95,blackgram
6.9,52.6,23.4,29.52,84.5,6.93,51.18,mungbean
5.5,77.6,17.9,14.73,23.4,6.09,108.45,kidneybeans
47.8,62.3,85.5,22.14,19.92,6.85,92.2,chickpea
93.6,96.6,54.0,29.38,80.66,5.7,106.79,banana
62.8,55.3,53.5,26.6,93.07,6.35,147.72,papaya
91.0,38.3,23.9,24.39,66.31,6.41,195.1,coffee
32.4,49.3,53.2,28.11,94.58,6.74,172.67,papaya
89.1,9.2,52.4,25.82,85.2,7.16,52.49,watermelon
28.1,76.9,15.5,23.92,64.5,6.19,45.7,lentil
7.2,54.0,23.5,23.97,48.5,9.08,34.19,mothbeans
48.2,51.1,47.7,25.32,97.81,7.08,243.61,papaya
32.1,66.8,53.9,28.64,93.41,6.99,147.69,papaya
30.2,70.8,15.8,28.63,35.58,6.45,95.47,pigeonpeas
105.6,86.0,54.5,27.16,82.77,5.68,127.48,banana
26.5,32.0,37.1,25.52,96.39,6.32,179.15,coconut
58.6,71.8,45.0,30.97,93.54,7.01,160.86,papaya
12.3,137.4,203.9,41.84,78.47,5.6,72.87,grapes
21.3,17.2,31.5,34.54,51.81,5.69,101.63,mango
117.0,17.4,49.6,26.13,94.74,6.78,30.46,muskmelon
86.1,24.0,49.1,26.19,80.96,6.01,58.28,watermelon
19.5,22.4,27.6,34.3,51.06,4.58,87.17,mango
51.1,64.4,80.5,20.71,16.7,8.45,92.07,chickpea
86.5,36.1,39.2,23.77,72.09,6.73,183.46,jute
96.0,57.0,35.2,22.9,83.7,6.53,237.7,rice
68.5,46.9,25.2,23.82,68.14,6.82,89.14,maize
113.8,46.0,19.2,23.36,84.19,7.15,64.14,cotton
136.6,58.6,21.9,23.56,74.34,7.78,66.33,cotton
102.6,79.6,53.6,24.73,78.22,6.4,91.11,banana
28.9,28.9,22.7,31.59,46.48,4.97,92.53,mango
15.1,36.9,17.8,29.01,80.93,6.9,48.29,mungbean
19.7,14.1,30.3,26.66,100,5.68,172.99,coconut
36.9,58.0,19.9,20.61,67.14,7.27,55.83,lentil
29.0,41.2,21.9,30.85,42.77,3.62,64.35,mothbeans
17.4,75.0,23.9,32.12,53.51,4.96,163.35,pigeonpeas
32.4,29.4,28.6,30.03,50.87,6.73,98.24,mango
19.3,126.4,199.8,22.53,97.1,6.08,124.44,apple
57.8,52.7,17.1,35.18,61.42,6.43,58.65,blackgram
19.1,124.2,200.5,21.63,94.86,6.49,93.92,apple
14.5,17.0,25.7,29.17,53.35,5.24,97.23,mango
95.0,55.0,38.5,24.57,69.83,7.4,189.37,jute
93.2,50.4,41.1,24.52,77.83,6.18,201.78,jute
36.4,28.7,31.3,25.62,98.56,5.94,184.54,coconut
96.8,22.6,28.7,27.77,67.98,6.4,141.81,coffee
26.1,145.0,201.2,19.63,86.51,5.65,72.38,grapes
120.8,24.0,55.1,25.51,84.59,6.71,50.28,watermelon
65.5,63.0,53.0,30.86,93.63,6.99,182.55,papaya
27.9,26.0,27.2,25.69,95.62,6.25,177.15,coconut
30.2,40.5,19.3,28.18,85.54,6.32,46.33,mungbean
24.0,34.2,20.7,28.52,65.72,5.52,65.58,mothbeans
94.9,35.2,37.4,23.6,86.77,7.3,158.29,jute
51.6,75.2,83.1,18.62,17.85,6.17,91.89,chickpea
12.0,57.9,19.7,23.04,19.51,5.58,60.6,kidneybeans
93.7,56.0,46.2,27.29,86.11,6.12,164.34,jute
74.0,41.3,43.7,24.26,70.35,7.18,140.67,jute
87.5,15.5,53.7,27.29,86.29,6.57,70.76,watermelon
14.1,120.4,199.3,21.8,91.28,5.16,125.3,apple
24.6,77.5,21.3,19.85,57.3,6.43,43.62,lentil
83.9,30.2,42.7,29.75,94.27,6.75,22.38,muskmelon
109.0,34.4,28.3,25.57,52.81,7.32,175.86,coffee
90.4,27.7,53.8,28.71,92.92,6.89,18.67,muskmelon
34.9,8.7,7.0,25.06,84.62,7.38,102.24,orange
29.9,19.5,30.4,24.4,98.64,5.8,191.69,coconut
69.5,52.6,24.1,23.61,72.17,6.33,94.82,maize
91.4,23.5,49.3,25.53,87.15,7.1,55.87,watermelon
89.0,38.5,31.2,25.2,66.82,7.29,160.76,coffee
113.3,36.9,29.0,24.67,68.59,7.44,152.38,coffee
33.6,24.3,25.1,33.82,50.16,4.65,86.14,mango
30.2,26.2,10.4,19.87,87.85,6.18,91.4,orange
23.4,38.6,26.6,28.01,48.75,5.15,94.51,mango
106.4,70.5,49.7,26.27,76.43,5.5,104.62,banana
33.5,40.6,17.1,25.3,59.49,7.44,57.89,mothbeans
61.0,54.6,39.7,24.69,83.95,5.97,182.22,jute
98.4,53.6,15.8,28.12,53.91,6.0,68.08,maize
101.3,13.8,51.3,25.55,87.57,6.4,52.06,watermelon
15.8,72.6,17.7,27.72,60.9,5.51,148.71,pigeonpeas
12.6,31.9,26.9,29.05,52.39,6.67,103.82,mango
99.2,58.8,42.7,27.2,89.1,6.42,196.23,jute
26.0,133.2,198.3,23.05,82.89,5.58,71.73,grapes
94.9,53.9,44.9,27.65,81.17,6.78,220.99,rice
86.7,30.6,27.3,23.09,52.09,6.23,175.71,coffee
29.0,75.2,26.6,32.56,65.29,5.58,174.73,pigeonpeas
38.6,122.3,197.8,21.49,92.5,5.44,113.04,apple
30.1,28.5,28.8,26.92,98.65,6.19,231.53,coconut
87.8,51.2,40.6,23.84,72.74,6.37,185.96,jute
112.6,68.6,45.9,25.74,86.44,6.02,112.19,banana
40.3,126.6,200.6,35.93,79.01,5.73,76.9,grapes
98.1,27.3,50.8,24.21,81.7,6.5,52.96,watermelon
43.6,65.5,47.5,33.17,92.7,6.87,229.83,papaya
21.1,35.8,20.0,29.06,58.78,9.22,60.42,mothbeans
118.4,25.7,36.6,25.2,51.22,6.56,128.42,coffee
43.1,73.3,82.1,21.82,18.52,8.21,63.52,chickpea
31.6,12.4,36.1,18.59,85.65,6.25,104.72,pomegranate
76.1,45.8,17.1,25.77,55.88,6.58,109.31,maize
99.4,10.8,51.5,26.45,89.57,6.91,51.89,watermelon
88.0,12.8,46.8,26.03,88.02,6.85,43.03,watermelon
41.4,63.4,22.5,21.66,16.88,5.7,62.34,kidneybeans
47.5,46.6,44.6,39.01,91.89,6.51,143.38,papaya
102.1,44.4,23.2,23.69,80.93,7.79,64.77,cotton
103.2,26.4,52.8,28.89,91.02,6.38,27.82,muskmelon
81.9,10.1,49.2,26.41,92.44,6.26,12.54,muskmelon
42.6,70.3,17.0,26.62,68.31,7.17,69.98,blackgram
92.4,25.3,50.8,27.69,95.55,6.2,27.05,muskmelon
79.2,49.9,38.7,25.49,87.31,6.33,161.99,jute
20.1,71.1,20.4,34.91,63.95,6.39,151.2,pigeonpeas
114.6,10.5,52.5,30.13,88.49,6.52,30.46,muskmelon
14.1,54.4,20.6,31.66,41.4,3.85,40.48,mothbeans
9.9,21.4,30.6,30.56,44.25,6.16,97.41,mango
61.0,62.6,47.9,34.37,92.82,6.63,251.28,papaya
28.4,41.5,22.6,28.78,54.6,6.87,50.04,mothbeans
109.1,35.0,21.4,24.74,55.46,5.9,157.45,coffee
34.8,56.3,18.1,34.66,67.64,6.92,68.02,blackgram
17.7,46.2,17.0,24.21,43.61,4.21,57.6,mothbeans
